timestamp,git_hash,approach,num_videos_per_class,num_train_videos,num_val_videos,num_test_videos,frames_per_clip,learning_rate,weight_decay,batch_size,accumulation_steps,num_epochs,trainable_params,total_params,trainable_pct,final_test_acc,final_train_acc,best_val_acc,best_epoch,training_time_sec,training_time_min,inference_time_ms,lora_rank,lora_alpha,lora_dropout,precision_sitting_down,recall_sitting_down,f1_sitting_down,precision_standing_up,recall_standing_up,f1_standing_up,precision_waving,recall_waving,f1_waving,precision_other,recall_other,f1_other
251006-104204,68f5af8afce6e7d53c61182b3d6a2fdef1e1c579,lora,50,140,30,30,8,0.0002,0.01,1,4,5,495620,375803268,0.13188283397258801,0.5333333333333333,0.6642857142857143,0.6666666666666666,5,367.5464668273926,6.125774447123209,177.26741631825766,16,32.0,0.1,0.4444444444444444,0.8,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.6363636363636364,0.7,0.6666666666666666,0.25,0.125,0.16666666666666666
251006-113112,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,5e-05,0.01,1,4,5,495620,375803268,0.13188283397258801,0.5333333333333333,0.4857142857142857,0.5333333333333333,5,409.810631275177,6.830177187919617,189.27787939707437,16,32.0,0.1,0.4,0.8,0.5333333333333333,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7,0.7,0.7,0.0,0.0,0.0
251006-114934,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0001,0.01,1,4,5,495620,375803268,0.13188283397258801,0.6333333333333333,0.5642857142857143,0.6,5,340.77443981170654,5.679573996861776,161.73346042633057,16,32.0,0.1,0.5555555555555556,1.0,0.7142857142857143,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.6666666666666666,0.8,0.7272727272727273,0.3333333333333333,0.125,0.18181818181818182
251006-115532,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0002,0.01,1,4,5,495620,375803268,0.13188283397258801,0.5333333333333333,0.6642857142857143,0.6666666666666666,5,345.40845108032227,5.756807518005371,160.08299191792804,16,32.0,0.1,0.4444444444444444,0.8,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.6363636363636364,0.7,0.6666666666666666,0.25,0.125,0.16666666666666666
251006-120137,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0005,0.01,1,4,5,495620,375803268,0.13188283397258801,0.6333333333333333,0.7142857142857143,0.7666666666666667,5,329.0192120075226,5.4836535334587095,156.27401669820148,16,32.0,0.1,0.5714285714285714,0.8,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7,0.7,0.7,0.5,0.375,0.42857142857142855
251006-120728,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.001,0.01,1,4,5,495620,375803268,0.13188283397258801,0.6333333333333333,0.7642857142857142,0.8,5,324.1388690471649,5.402314484119415,156.33690357208252,16,32.0,0.1,1.0,0.8,0.8888888888888888,0.6666666666666666,0.8571428571428571,0.75,0.6666666666666666,0.6,0.631578947368421,0.375,0.375,0.375
251006-121312,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0002,0.01,1,4,5,249860,375557508,0.06653042335130203,0.5333333333333333,0.65,0.7,4,331.6155471801758,5.526925786336263,158.0985466639201,8,16.0,0.1,0.36363636363636365,0.8,0.5,0.5,0.2857142857142857,0.36363636363636365,0.7777777777777778,0.7,0.7368421052631579,0.5,0.375,0.42857142857142855
251006-121904,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0002,0.01,1,4,5,987140,376294788,0.26233156330615987,0.6,0.6071428571428571,0.7,5,332.247759103775,5.537462651729584,157.0023775100708,32,64.0,0.1,0.5,1.0,0.6666666666666666,0.75,0.42857142857142855,0.5454545454545454,0.6666666666666666,0.8,0.7272727272727273,0.5,0.25,0.3333333333333333
251006-122455,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0002,0.01,1,4,5,1970180,377277828,0.522209325272091,0.5666666666666667,0.6857142857142857,0.8333333333333334,4,330.73984003067017,5.512330667177836,157.01830387115479,64,128.0,0.1,0.4444444444444444,0.8,0.5714285714285714,0.75,0.42857142857142855,0.5454545454545454,0.6428571428571429,0.9,0.75,0.3333333333333333,0.125,0.18181818181818182
251006-123048,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0002,0.01,1,4,5,495620,375803268,0.13188283397258801,0.5333333333333333,0.6571428571428571,0.6666666666666666,5,346.4967679977417,5.774946133295695,167.97750790913898,16,16.0,0.1,0.4444444444444444,0.8,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.6363636363636364,0.7,0.6666666666666666,0.25,0.125,0.16666666666666666
251006-123654,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0002,0.01,1,4,5,495620,375803268,0.13188283397258801,0.5666666666666667,0.6642857142857143,0.6333333333333333,4,347.1930010318756,5.786550017197927,176.63788000742593,16,64.0,0.1,0.4444444444444444,0.8,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.7,0.7,0.7,0.4,0.25,0.3076923076923077
251006-124323,60ee3827c92a2c6ba2fac4bc9d0c059e684acab0,lora,50,140,30,30,8,0.0002,0.01,1,4,5,495620,375803268,0.13188283397258801,0.5333333333333333,0.6571428571428571,0.6666666666666666,5,340.37073397636414,5.672845566272736,164.9418274561564,16,32.0,0.05,0.4444444444444444,0.8,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.6363636363636364,0.7,0.6666666666666666,0.25,0.125,0.16666666666666666
251006-125338,2c96dc74abc686ca11a5390f3e908bcc1fe1b814,lora,100,280,60,60,8,0.0002,0.01,1,4,5,1970180,377277828,0.522209325272091,0.7166666666666667,0.7642857142857142,0.8166666666666667,5,684.5773260593414,11.409622100989024,180.55426677068073,64,128.0,0.1,0.7391304347826086,1.0,0.85,0.8888888888888888,0.5,0.64,0.6666666666666666,0.7692307692307693,0.7142857142857143,0.6153846153846154,0.5714285714285714,0.5925925925925926
251006-131726,2c96dc74abc686ca11a5390f3e908bcc1fe1b814,lora,100,280,60,60,8,0.001,0.01,1,4,5,495620,375803268,0.13188283397258801,0.6333333333333333,0.7392857142857143,0.75,4,748.0218098163605,12.467030163606008,188.05623451868695,16,32.0,0.1,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.9,0.5625,0.6923076923076923,0.7142857142857143,0.38461538461538464,0.5,0.4583333333333333,0.7857142857142857,0.5789473684210527
251006-133040,2c96dc74abc686ca11a5390f3e908bcc1fe1b814,lora,100,280,60,60,8,0.0005,0.01,1,4,5,495620,375803268,0.13188283397258801,0.7166666666666667,0.7535714285714286,0.75,3,767.6621060371399,12.794368433952332,186.6853674252828,16,32.0,0.1,0.5862068965517241,1.0,0.7391304347826086,1.0,0.5,0.6666666666666666,0.75,0.6923076923076923,0.72,0.8181818181818182,0.6428571428571429,0.72
